,Gene Name1,Gene Name2,Gene Name3,Gene Name4,Gene Name5,fisher_log2fc,fisher_pval_adj
chr15_94626941_94630413,Tmem117,Twf1,Irak4,Pus7l,Adamts20,0.151256129,0.89659961
chr15_94721771_94723185,Tmem117,Twf1,Irak4,Pus7l,Adamts20,-0.005867495,1
chr15_94767917_94772089,Tmem117,Twf1,Irak4,Pus7l,LOC100043315,-0.09862116,0.91831737
chr15_94774308_94776469,Tmem117,Twf1,Irak4,Pus7l,LOC100043315,0.103897184,0.93799563
chr15_94799512_94803198,Tmem117,Twf1,Irak4,Pus7l,LOC100043315,-0.304857761,0.60789597
chr15_94858751_94859991,Tmem117,LOC100043315,Twf1,Irak4,Pus7l,-0.025459811,1
chr15_94976916_94977834,Tmem117,LOC100043315,Nell2,Twf1,Irak4,-0.393119842,0.68276939
chr15_95043485_95049267,Tmem117,LOC100043315,Nell2,Twf1,Irak4,0.102845222,0.9074752
chr15_95066135_95070393,Tmem117,LOC100043315,Nell2,Twf1,Irak4,-0.176535279,0.78128936
chr15_95289188_95296249,Nell2,LOC100043315,Tmem117,Dbx2,Ano6,0.080736868,0.85385013
chr15_95315166_95319335,Nell2,LOC100043315,Tmem117,Dbx2,Ano6,0.062720105,0.9246365
chr15_95335958_95337624,Nell2,LOC100043315,Tmem117,Dbx2,Ano6,-0.407150537,0.41131048
chr15_95339938_95343208,Nell2,LOC100043315,Tmem117,Dbx2,Ano6,-0.09937647,0.94600923
chr15_95370694_95373273,Nell2,LOC100043315,Dbx2,Tmem117,Ano6,0.263305306,0.62040083
chr15_95389412_95390799,Nell2,Dbx2,LOC100043315,Tmem117,Ano6,-0.888360143,0.23793145
chr15_95426780_95430343,Nell2,Dbx2,LOC100043315,Tmem117,Ano6,-0.103392273,0.92392735
chr15_95486391_95490897,Nell2,Dbx2,Ano6,LOC100043315,Tmem117,-0.233031392,0.73635487
chr15_95492581_95497451,Nell2,Dbx2,Ano6,LOC100043315,Tmem117,-0.25783819,0.37712981
chr15_95513529_95518896,Nell2,Dbx2,Ano6,LOC100043315,Tmem117,-0.099618405,0.87621594
chr15_95522562_95529639,Nell2,Dbx2,Ano6,LOC100043315,Tmem117,-0.097278409,0.82100075
chr15_95789726_95790847,Ano6,Dbx2,Nell2,Arid2,Scaf11,-0.044264965,1
chr15_95816141_95819245,Ano6,Dbx2,Nell2,Arid2,Scaf11,-0.092803262,0.90100859
chr15_96280570_96290239,Arid2,Scaf11,Slc38a1,Ano6,Slc38a2,-0.036360484,0.97904552
chr15_96404214_96406279,Arid2,Scaf11,Slc38a1,Slc38a2,Ano6,-0.247898608,0.79256643
chr15_96408124_96409628,Scaf11,Arid2,Slc38a1,Slc38a2,Ano6,-0.120006725,0.94971362
chr15_96459738_96463652,Scaf11,Arid2,Slc38a1,Slc38a2,Ano6,-0.003333691,1
chr15_96638351_96644806,Slc38a1,Slc38a2,Scaf11,Arid2,Slc38a4,0.000328965,1
chr15_96697591_96702319,Slc38a2,Slc38a1,Slc38a1,Slc38a1,Scaf11,0.319481254,0.51766217
chr15_96706589_96709133,Slc38a2,Slc38a1,Slc38a1,Slc38a1,Scaf11,-0.278987199,0.79532269
chr15_97150484_97152408,Amigo2,Slc38a4,Pced1b,Slc38a2,Slc38a1,0.735849977,0.34776199
chr15_97242290_97246932,Amigo2,Pced1b,Slc38a4,Rpap3,Endou,-0.113674164,0.88802798
chr15_97249924_97251643,Pced1b,Amigo2,Slc38a4,Rpap3,Endou,-0.65815562,0.62040083
chr15_97667300_97668399,Rpap3,Endou,Rapgef3,Slc48a1,Hdac7,0.358846873,0.73907102
chr15_97780066_97785902,Slc48a1,Hdac7,Rapgef3,Endou,Endou,0.311945349,0.672352
chr15_97848394_97850018,Hdac7,Vdr,Hdac7,Hdac7,Slc48a1,0.225010857,0.79250908
chr15_97896762_97897681,Vdr,Hdac7,Hdac7,Tmem106c,Col2a1,-0.059755862,1
chr15_98092242_98094248,Senp1,Pfkm,Pfkm,Asb8,Ccdc184,0.332937986,0.51968138
chr15_98165100_98174932,Asb8,Olfr288,Asb8,Olfr287,Pfkm,-0.109307848,0.66651497
chr15_98179250_98181317,Olfr288,Ccdc184,Asb8,Olfr287,Asb8,-0.44358176,0.47904307
chr15_98698158_98700444,Ccdc65,Rnd1,Fkbp11,Ddx23,Arf3,0.009439961,1
chr15_98710140_98711024,Ccdc65,Fkbp11,Arf3,Rnd1,Ddx23,0.50713253,0.46389321
chr15_98803656_98809719,Ddn,Prkag1,Wnt1,Kmt2d,Wnt10b,0.142318994,0.82927658
chr15_98830583_98832385,Prkag1,Ddn,Wnt1,Rhebl1,Wnt10b,0.000227859,1
chr15_98872218_98873568,Kmt2d,Rhebl1,Dhh,Lmbr1l,Prkag1,-0.041999791,0.99552158
chr15_98927287_98929518,Tuba1b,Lmbr1l,Tuba1a,Dhh,Rhebl1,0.21090807,0.68555916
chr15_98952151_98957828,Tuba1a,Tuba1b,Lmbr1l,Dhh,Rhebl1,0.090361379,0.66800824
chr15_98967871_98972624,Tuba1a,Tuba1b,Lmbr1l,Tuba1c,Dhh,0.15440914,0.38667929
chr15_98976872_98995968,Tuba1a,Tuba1c,Tuba1b,Lmbr1l,Prph,0.050884735,0.62040083
chr15_99000027_99000984,Tuba1c,Tuba1a,Prph,Tuba1b,Troap,0.264229238,0.562455
chr15_99220158_99224722,Kcnh3,Spats2,Mcrs1,Fam186b,Prpf40b,-0.274013072,0.61468412
chr15_99251166_99253029,Mcrs1,Kcnh3,Fam186b,Spats2,Prpf40b,-0.085815907,0.97904552
chr15_99261203_99264631,Fam186b,Mcrs1,Kcnh3,Prpf40b,Prpf40b,-0.294863641,0.49847291
chr15_99455116_99456909,Nckap5l,Bcdin3d,Faim2,Tmbim6,Fmnl3,0.226778775,0.672352
chr15_99495991_99497682,Faim2,Bcdin3d,Nckap5l,Aqp2,Tmbim6,-0.234247521,0.83495757
chr15_99601728_99606021,Aqp6,Aqp5,Racgap1,Aqp2,Asic1,-0.663842976,0.44929652
chr15_99660870_99665637,Asic1,Racgap1,Asic1,Smarcd1,Gpd1,-0.153076321,0.85532238
chr15_99701583_99703675,Smarcd1,Asic1,Asic1,Gpd1,Cox14,0.097914293,0.96615818
chr15_99723417_99725314,Gpd1,Cox14,Smarcd1,Cers5,Asic1,0.065930158,0.90104407
chr15_99971552_99972745,Larp4,Larp4,Dip2b,Lima1,Mir3473a,0.07405749,0.93614566
chr15_100023722_100031789,Dip2b,Larp4,Mir3473a,Dip2b,Lima1,0.277526081,0.60159247
chr15_100053076_100053922,Dip2b,Mir3473a,Larp4,Dip2b,Atf1,-0.347654909,0.77180887
chr15_100127315_100129635,Dip2b,Dip2b,Atf1,Larp4,Tmprss12,0.030214667,1
chr15_100225291_100227438,Atf1,Dip2b,Mir3473a,Tmprss12,Mettl7a1,0.11509224,0.90100859
chr15_100302006_100304417,Mettl7a1,Tmprss12,Mettl7a3,Atf1,Methig1,-0.192309991,0.78475682
chr15_100441945_100444438,Slc11a2,Letmd1,Csrnp2,Methig1,Higd1c,0.220076114,0.73763725
chr15_100462141_100467542,Letmd1,Csrnp2,Tfcp2,Slc11a2,Methig1,0.054411057,0.97746396
chr15_100599045_100606875,Pou6f1,Dazap2,Pou6f1,Smagp,Bin2,-0.419961274,0.177472
chr15_100609202_100610036,Dazap2,Pou6f1,Smagp,Pou6f1,Bin2,-0.553408861,0.60077808
chr15_100612283_100614390,Dazap2,Smagp,Pou6f1,Pou6f1,Bin2,0.151573882,0.90100859
chr15_100620617_100623111,Dazap2,Bin2,Pou6f1,Mir6961,Pou6f1,0.659183264,0.22838113
chr15_100754259_100758317,Slc4a8,Slc4a8,Galnt6,Galnt6,Cela1,0.04712541,0.99010826
chr15_100759819_100763654,Slc4a8,Slc4a8,Galnt6,Galnt6,Cela1,0.250104785,0.68555916
chr15_100827928_100834006,Slc4a8,Scn8a,Galnt6,Scn8a,Galnt6,-0.233331785,0.6173552
chr15_100868536_100873344,Scn8a,Slc4a8,Scn8a,Galnt6,Galnt6,0.108410396,0.87621594
chr15_100886916_100888321,Scn8a,Scn8a,Slc4a8,Galnt6,Fignl2,-0.493219554,0.48048391
chr15_100909186_100910945,Scn8a,Scn8a,Slc4a8,Fignl2,Galnt6,0.058643479,0.97067185
chr15_100959849_100961524,Scn8a,Fignl2,Slc4a8,Ankrd33,Acvrl1,0.016200444,1
chr15_101149614_101153928,Acvrl1,Acvr1b,Ankrd33,Mir6962,AU021063,-0.679870427,0.01274864
chr15_101171945_101173561,Acvr1b,Mir6962,Acvrl1,AU021063,Grasp,-0.061904229,1
chr15_101177813_101184417,Acvr1b,Mir6962,Acvrl1,AU021063,Grasp,-0.238629356,0.62830837
chr15_101231029_101233103,Grasp,AU021063,Acvr1b,Nr4a1,Mir6962,-0.400465518,0.7544962
chr15_101236338_101237216,Grasp,AU021063,Acvr1b,Nr4a1,Mir6962,0.463443667,0.62040083
chr15_101238576_101243076,Grasp,AU021063,Nr4a1,Acvr1b,Atg101,-0.264514208,0.74888336
chr15_101244271_101255393,Nr4a1,Grasp,AU021063,Atg101,Acvr1b,-0.241633624,0.45693554
chr15_101340054_101342961,Krt80,Mir1941,Atg101,Nr4a1,Krt7,-0.279648334,0.54075383
chr15_102050515_102052492,Krt18,Eif4b,Krt8,Tns2,Spryd3,-0.155773908,0.93726991
chr15_102071442_102073706,Eif4b,Tns2,Krt18,Spryd3,Krt8,-0.509311676,0.38464728
chr15_102136373_102137340,Spryd3,Igfbp6,Soat2,Tns2,Eif4b,-0.33123228,0.7097228
chr15_102142987_102144679,Igfbp6,Soat2,Spryd3,Tns2,Csad,0.114013776,0.947228
chr15_102295069_102296222,Espl1,Mfsd5,Pfdn5,Myg1,Rarg,-0.165520564,0.93495825
chr15_102403447_102405456,Sp1,Sp7,Sp7,Amhr2,Aaas,0.230713412,0.48667015
chr15_102457251_102461086,Prr13,Amhr2,Pcbp2,Sp1,Map3k12,0.730039775,0.11935825
chr15_102515360_102519581,Map3k12,Npff,Atf7,Atf7,Pcbp2,-0.080809504,0.93466433
chr15_102582525_102594333,Atf7,Npff,Tarbp2,Map3k12,Atp5g2,0.140953928,0.38464728
chr15_102656437_102659732,Atp5g2,Mir688,Atf7,Calcoco1,Npff,0.103011772,0.86661517
chr15_102669777_102674820,Atp5g2,Calcoco1,Atf7,Npff,Tarbp2,0.052450638,0.90169143
chr15_102690645_102700378,Calcoco1,Mir688,Atp5g2,Atf7,Npff,0.155821741,0.66361588
chr15_102704155_102706172,Calcoco1,Mir688,Atp5g2,Atf7,Npff,0.294552892,0.69361992
chr15_102740570_102741594,Calcoco1,Mir688,Atp5g2,Atf7,Hoxc13,0.549367785,0.60789597
chr15_102787413_102791254,Calcoco1,Mir688,Atp5g2,Hoxc13,Hoxc12,0.155024335,0.76131719
chr15_103182265_103183958,Cbx5,Smug1,Hnrnpa1,Nfe2,Copz1,0.708213091,0.30458286
chr15_103221772_103224033,Cbx5,Cbx5,Hnrnpa1,Nfe2,Copz1,0.427597761,0.66193402
chr15_103296818_103300737,Copz1,Gpr84,Mir148b,Zfp385a,Nfe2,0.05390799,0.97416741
chr15_103303823_103309954,Gpr84,Zfp385a,Copz1,Mir148b,Itga5,0.113958158,0.92392735
chr15_103334790_103338783,Zfp385a,Itga5,Mir6963,Gpr84,Copz1,-0.304062456,0.78616236
chr16_3880834_3886095,Naa60,Zfp597,Zfp174,Cluap1,Olfr15,-0.159701511,0.78928126
chr16_4003181_4004588,Slx4,Nlrc3,Dnase1,Trap1,Cluap1,0.219710633,0.70285088
chr16_4076981_4083917,Trap1,Crebbp,Dnase1,Slx4,Nlrc3,0.042219121,1
chr16_4403568_4405420,Adcy9,Srl,Srl,Tfap4,Glis2,0.48151651,0.62040083
chr16_4538862_4543048,Tfap4,Srl,Srl,Glis2,Pam16,0.115052544,0.94819295
chr16_4592816_4593502,Glis2,Pam16,Tfap4,Coro7,Vasn,0.029090712,1
chr16_4623084_4626543,Pam16,Coro7,Glis2,Vasn,Dnaja3,0.469296634,0.45434066
chr16_4681992_4683851,Dnaja3,Coro7,Nmral1,Nmral1,Vasn,0.012014417,1
chr16_4717385_4718780,Nmral1,Hmox2,Dnaja3,Hmox2,Coro7,0.357190341,0.69054372
chr16_4790520_4793002,Cdip1,Hmox2,Nmral1,Ubald1,Dnaja3,0.065207876,0.98064175
chr16_5013748_5014230,Glyr1,Rogdi,Smim22,12-Sep,Ubn1,0.084045365,0.96550101
chr16_5255943_5258822,Eef2kmt,Alg1,AU021092,Nagpa,Sec14l5,0.306467831,0.75076282
chr16_5764809_5767106,Rbfox1,Eef2kmt,Alg1,AU021092,Nagpa,0.140666917,0.83857577
chr16_5887122_5890374,Rbfox1,Eef2kmt,Alg1,AU021092,Nagpa,-0.000562665,1
chr16_5927371_5928636,Rbfox1,Eef2kmt,Alg1,AU021092,Nagpa,-0.455623657,0.51481697
chr16_6030719_6031876,Rbfox1,Eef2kmt,Alg1,AU021092,Nagpa,-0.581335783,0.57261783
chr16_6105577_6106299,Rbfox1,Eef2kmt,Alg1,AU021092,Nagpa,0.228635237,0.81478682
chr16_6119956_6122017,Rbfox1,Eef2kmt,Alg1,AU021092,Nagpa,-0.107178636,0.93837887
chr16_6280386_6290537,Rbfox1,Rbfox1,,,,-0.066905774,0.9041324
chr16_6310137_6314273,Rbfox1,Rbfox1,,,,0.059568089,0.95698702
chr16_6323133_6325427,Rbfox1,Rbfox1,,,,0.352071196,0.65776975
chr16_6346559_6353468,Rbfox1,Rbfox1,,,,0.022788215,0.99752071
chr16_6376743_6383605,Rbfox1,Rbfox1,,,,0.154519469,0.80904497
chr16_6394370_6397909,Rbfox1,Rbfox1,,,,-0.691070139,0.22309106
chr16_6471997_6474311,Rbfox1,Rbfox1,,,,-0.118497923,0.91946203
chr16_6736158_6737096,Rbfox1,Rbfox1,,,,0.014086723,1
chr16_7008277_7017327,Rbfox1,Rbfox1,,,,0.063627459,0.96550101
chr16_7033602_7034891,Rbfox1,Rbfox1,,,,-0.531490564,0.37368314
chr16_7037593_7042136,Rbfox1,Rbfox1,,,,0.130032241,0.91382366
chr16_7101706_7103320,Rbfox1,,,,,-0.526212633,0.56832607
chr16_7111118_7114285,Rbfox1,,,,,-0.314733624,0.61239473
chr16_7127517_7131369,Rbfox1,,,,,0.288012862,0.77182923
chr16_7139894_7141224,Rbfox1,,,,,-0.304062456,0.78616236
chr16_8001798_8004669,Tmem114,Mettl22,Abat,Rbfox1,Tmem186,-0.607664227,0.51481697
chr16_8008838_8009241,Tmem114,Mettl22,Abat,Rbfox1,Tmem186,0.145288333,0.95952734
chr16_8517726_8523662,Abat,Mettl22,Tmem114,Tmem186,Pmm2,0.575659037,0.37237624
chr16_8538728_8540684,Abat,Mettl22,Tmem186,Pmm2,Tmem114,0.706076622,0.31894113
chr16_8636328_8637476,Tmem186,Pmm2,Abat,Carhsp1,Usp7,-0.65815562,0.62040083
chr16_8761440_8762983,Usp7,Carhsp1,Pmm2,Tmem186,Abat,-0.917273521,0.39664239
chr16_8764973_8768150,Usp7,Carhsp1,Pmm2,Tmem186,Abat,-0.171787575,0.8064533
chr16_8861311_8865146,Usp7,Carhsp1,Pmm2,Tmem186,Abat,-0.056328714,0.98712996
chr16_8882237_8883809,Usp7,Carhsp1,Pmm2,Tmem186,Abat,-0.419937223,0.73361979
chr16_8917762_8919889,Usp7,Carhsp1,Pmm2,Tmem186,Abat,1.280367613,0.09075921
chr16_8944062_8947006,Usp7,Carhsp1,Pmm2,Tmem186,Abat,-0.17701146,0.77530501
chr16_9624059_9629757,Grin2a,Rpl39l,Atf7ip2,Emp2,Tekt5,-0.064412817,0.95078871
chr16_9688815_9695738,Grin2a,Rpl39l,Atf7ip2,Emp2,Tekt5,-0.396339238,0.47102614
chr16_9735443_9738928,Grin2a,Rpl39l,Atf7ip2,Emp2,Tekt5,-0.409767717,0.62756864
chr16_9753667_9760617,Grin2a,Rpl39l,Atf7ip2,Emp2,Tekt5,-0.288810939,0.73999935
chr16_9792770_9797516,Grin2a,Rpl39l,Atf7ip2,Emp2,Tekt5,0.024008431,1
chr16_9815982_9830230,Grin2a,Rpl39l,Atf7ip2,Emp2,Tekt5,-0.340031743,0.45434066
chr16_9849752_9851862,Grin2a,Rpl39l,Atf7ip2,Emp2,Tekt5,0.111773886,0.94455053
chr16_9876011_9886976,Grin2a,Rpl39l,Atf7ip2,Emp2,Tekt5,-0.260933578,0.59937329
chr16_9935295_9939609,Grin2a,Rpl39l,Atf7ip2,Emp2,Tekt5,-0.339477301,0.65023131
chr16_11048836_11050719,Snn,Txndc11,Litaf,Zc3h7a,Rsl1d1,-0.358363628,0.71303755
chr16_11072739_11078307,Snn,Zc3h7a,Litaf,Rsl1d1,Gspt1,0.172674567,0.84738997
chr16_11092354_11094704,Txndc11,Txndc11,Snn,Zc3h7a,Rsl1d1,0.218985751,0.84738997
chr16_11100579_11101298,Txndc11,Txndc11,Snn,Zc3h7a,Rsl1d1,0.620341539,0.58484048
chr16_11251194_11255652,Gspt1,Rsl1d1,Tnfrsf17,Snx29,Zc3h7a,-0.176095203,0.76566967
chr16_11777754_11779020,Snx29,Cpped1,Shisa9,Tnfrsf17,Mir1945,-0.092476554,0.95947313
chr16_11822753_11825746,Cpped1,Snx29,Shisa9,Tnfrsf17,Mir1945,-0.056495484,0.9250288
chr16_11979638_11990455,Shisa9,Cpped1,Snx29,Tnfrsf17,Mir1945,0.194230527,0.74888336
chr16_12019833_12020565,Shisa9,Cpped1,Snx29,Tnfrsf17,Mir1945,0.24393402,0.84921575
chr16_12114222_12123099,Shisa9,Cpped1,Snx29,Tnfrsf17,Mir1945,-0.225731015,0.80993891
chr16_12207656_12211437,Shisa9,Cpped1,Snx29,Tnfrsf17,Ercc4,-0.089080185,0.93726991
chr16_12219241_12219813,Shisa9,Cpped1,Snx29,Ercc4,Tnfrsf17,0.76018554,0.46389321
chr16_12799165_12801381,Ercc4,Mkl2,Mkl2,Shisa9,Mkl2,0.029830454,1
chr16_13159313_13160235,Ercc4,Mkl2,Mkl2,Mkl2,Mir193b,-0.283816278,0.84921575
chr16_13192768_13201502,Ercc4,Mkl2,Mkl2,Mkl2,Mir193b,0.01676851,1
chr16_13307171_13312287,Mkl2,Mkl2,Mir193b,Mir365-1,Ercc4,0.128820494,0.84735083
chr16_13356079_13365465,Mkl2,Mkl2,Mir193b,Mir365-1,Mir6365,-0.013651097,0.98647201
chr16_13446979_13450255,Mir193b,Mir365-1,Mir6365,Mkl2,Parn,0.227385029,0.78669475
chr16_13515285_13517403,Parn,Mir6365,Mir365-1,Mir193b,Mkl2,0.458456546,0.69116434
chr16_13670813_13671908,Bfar,Parn,Pla2g10,Pla2g10os,Rrn3,-0.238461345,0.71318392
chr16_13817283_13820354,Ntan1,Rrn3,Pdxdc1,Pdxdc1,Pla2g10os,0.271742702,0.72982925
chr16_13984907_13986899,Ifitm7,Mpv17l,Pdxdc1,Marf1,Ntan1,0.735849977,0.34776199
chr16_13991447_13993471,Ifitm7,Mpv17l,Pdxdc1,Marf1,Ntan1,1.414708972,0.04581798
chr16_14080941_14085001,Marf1,Mir484,Nde1,Ifitm7,Myh11,-0.016697396,1
chr16_14159676_14160598,Mir484,Marf1,Nde1,Myh11,Fopnl,0.320618093,0.73635487
chr16_14295457_14299806,Fopnl,Myh11,Abcc1,Nde1,Mir484,0.19117853,0.79816255
chr16_14315569_14316951,Fopnl,Myh11,Abcc1,Nde1,Mir484,-0.247086525,0.81583981
chr16_15592347_15595629,Ube2v2,Mcm4,Prkdc,Mzt2,Cebpd,0.576237142,0.42456863
chr16_15886473_15890011,Cebpd,Mzt2,Prkdc,Mcm4,Ube2v2,0.588759482,0.4828783
chr16_16211882_16217981,Pkp2,Spidr,Yars2,Dnm1l,Fgd4,0.725130081,0.2546149
chr16_16556748_16561085,Fgd4,Fgd4,Olfr19,Spag6l,Dnm1l,0.314466387,0.50114357
chr16_16869936_16870790,Top3b,Vpreb1,Igll1,Ppm1f,Spag6l,-0.205438271,0.75503379
chr16_16926461_16933459,Ppm1f,Top3b,Mapk1,Vpreb1,Igll1,-0.216536507,0.7544962
chr16_16980725_16985417,Mapk1,Ppm1f,Ypel1,Top3b,Ppil2,0.491073966,0.42456863
chr16_17043226_17049197,Mapk1,Mapk1,Ypel1,Ppil2,Ppil2,-0.025030665,1
chr16_17052814_17059082,Mapk1,Ypel1,Mapk1,Ppil2,Ppil2,-0.129417703,0.76566967
chr16_17084863_17086969,Ypel1,Ppil2,Mir130b,Mapk1,Mir301b,-0.146600962,0.93799563
chr16_17190051_17190987,Ube2l3,Rimbp3,Ydjc,Hic2,Ccdc116,-0.223486036,0.83191836
chr16_17231803_17233257,Hic2,Rimbp3,Ube2l3,Tmem191c,Pi4ka,0.209170729,0.77182923
chr16_17401764_17407795,Pi4ka,Crkl,Serpind1,Aifm3,Aifm3,-0.103741981,0.93317819
chr16_17495609_17497429,Aifm3,Crkl,Lztr1,Lztr1,Thap7,0.148130834,0.93647325
chr16_17723126_17723853,Med15,Med15,Klhl22,Ccdc74a,Scarf2,-0.108314276,0.85485174
chr16_17832791_17836587,Car15,Dgcr2,Scarf2,Klhl22,Tssk1,-0.23927772,0.75728965
chr16_17921157_17921685,Slc25a1,Gsc2,Dgcr14,Tssk2,Tssk1,0.082837395,0.97667849
chr16_18051915_18053492,Dgcr6,Dgcr6,Prodh,Vpreb2,Rtn4r,0.149681702,0.90976373
chr16_18065265_18066218,Dgcr6,Dgcr6,Prodh,Rtn4r,Vpreb2,0.112648375,0.83225012
chr16_18128754_18131817,Rtn4r,Mir6366,Prodh,Dgcr6,Zdhhc8,-0.231696323,0.36354542
chr16_18142365_18143775,Rtn4r,Mir6366,Prodh,Dgcr6,Zdhhc8,-0.214389995,0.87621594
chr16_18151401_18157082,Rtn4r,Mir6366,Prodh,Zdhhc8,Dgcr6,0.355553418,0.51109779
chr16_18165281_18167083,Mir6366,Rtn4r,Zdhhc8,Ranbp1,Prodh,-0.423192084,0.62040083
chr16_18231924_18236585,Zdhhc8,Ranbp1,Trmt2a,Dgcr8,Mir1306,-0.289367586,0.66070684
chr16_18343530_18345179,Tango2,Arvcf,Mir185,Arvcf,Arvcf,0.151366085,0.89790607
chr16_18420659_18423864,Comt,Txnrd2,Comt,Arvcf,Gnb1l,-0.437859505,0.64272418
chr16_18630937_18632558,5-Sep,Gp1bb,Tbx1,Tbx1,Gnb1l,-0.765268803,0.51481697
chr16_20096043_20100302,Klhl24,Yeats2,Mir684-1,Klhl6,Map6d1,0.292635202,0.67198905
chr16_20239930_20242112,Map6d1,Yeats2,Parl,Mir684-1,Cyp2ab1,0.181304082,0.89047676
chr16_20399624_20401366,Abcc5,Cyp2ab1,Parl,Eif2b5,Dvl3,1.203483939,0.21899498
chr16_20426542_20426945,Abcc5,Eif2b5,Dvl3,Dvl3,Cyp2ab1,1.149647951,0.18152432
chr16_20456526_20458167,Abcc5,Eif2b5,Dvl3,Dvl3,Ap2m1,0.333125323,0.72203597
chr16_20533564_20535426,Dvl3,Ap2m1,Dvl3,Abcf3,Eif2b5,0.468510062,0.49789419
chr16_20546589_20547913,Abcf3,Ap2m1,Dvl3,Dvl3,Eif2b5,-0.08152961,0.96525507
chr16_20621927_20624736,Ece2,Camk2n2,Ece2,Ece2,Alg3,0.302724272,0.65658562
chr16_20628136_20629387,Ece2,Ece2,Camk2n2,Ece2,Alg3,0.218707487,0.47982572
chr16_20694198_20694650,Fam131a,Eif4g1,Clcn2,Snord66,Polr2h,0.454522461,0.71303755
chr16_20822491_20827018,Chrd,Thpo,Thpo,Polr2h,Clcn2,0.45562911,0.5200023
chr16_21186154_21190272,Ephb3,Teddm3,Mir7680,Magef1,Vps8,0.427908719,0.47102614
chr16_21330411_21335040,Magef1,Mir7680,Vps8,Ephb3,Teddm3,0.335762709,0.71612459
chr16_21395106_21398211,Vps8,Magef1,Mir7680,Ephb3,Teddm3,-0.192882046,0.85155813
chr16_21420913_21424177,Vps8,Magef1,Mir7680,Ephb3,Teddm3,-0.379504055,0.68747441
chr16_21536198_21537258,Vps8,Magef1,Ehhadh,Mir7680,Ephb3,-0.656503439,0.52371201
chr16_21691649_21697939,Vps8,Ehhadh,Map3k13,Tmem41a,Liph,0.365679801,0.56832452
chr16_21792299_21796466,Ehhadh,Map3k13,Tmem41a,Vps8,Liph,-0.045689721,1
chr16_21814527_21818270,Ehhadh,Map3k13,Tmem41a,Liph,Vps8,-0.234247521,0.83495757
chr16_21835564_21836371,Ehhadh,Map3k13,Tmem41a,Liph,Senp2,0.383698106,0.6617118
chr16_21844940_21848970,Map3k13,Ehhadh,Tmem41a,Liph,Senp2,-0.257059783,0.76148041
chr16_22357484_22361477,Etv5,Tra2b,Dgkg,Mir8095,Igf2bp2,-0.025730543,1
chr16_22363975_22367891,Etv5,Tra2b,Dgkg,Mir8095,Igf2bp2,-0.282778472,0.61057277
chr16_22429239_22440485,Etv5,Dgkg,Mir8095,Tra2b,Igf2bp2,0.068194896,0.93427518
chr16_22463972_22467069,Dgkg,Etv5,Mir8095,Tra2b,Igf2bp2,-0.856702447,0.24728863
chr16_22640257_22646644,Dgkg,Mir8095,Crygs,Tbccd1,Etv5,0.209741443,0.71764782
chr16_22650445_22655689,Dgkg,Mir8095,Crygs,Tbccd1,Dnajb11,-0.014388119,1
chr16_23095916_23102967,Eif4a2,Eif4a2,Snord2,Snora81,Rfc4,0.137122795,0.86563732
chr16_23105066_23109152,Eif4a2,Snora81,Rfc4,Kng1,Kng1,0.032043707,0.96314961
chr16_23126494_23128696,Rfc4,Eif4a2,Eif4a2,Snora81,Snord2,0.348260254,0.66193402
chr16_23131972_23136803,Rfc4,Adipoq,Eif4a2,Eif4a2,Snora81,0.043174006,0.99807064
chr16_23609593_23612662,Rtp4,Masp1,Rtp1,St6gal1,Sst,0.736256361,0.33345748
chr16_23884271_23893312,Sst,Rtp2,Bcl6,Rtp4,Masp1,0.203294978,0.53728904
chr16_23982144_23994845,Bcl6,Bcl6,Rtp2,Sst,Rtp4,0.056013506,0.95952734
chr16_24347658_24348537,Lppos,Lpp,Lpp,Morf4l1-ps1,Bcl6,-0.223126456,0.79816255
chr16_24808794_24810996,Lpp,Morf4l1-ps1,Lppos,Tprg,Bcl6,-0.719685435,0.35213722
chr16_24878451_24882880,Lpp,Morf4l1-ps1,Tprg,Lppos,Trp63,-0.129785344,0.94060902
chr16_24979967_24983267,Lpp,Tprg,Morf4l1-ps1,Lppos,Trp63,-0.760087729,0.23983706
chr16_26039160_26043476,P3h2,Trp63,Trp63,Cldn1,Cldn16,-0.778711855,0.41601683
chr16_26544063_26548663,Tmem207,Il1rap,Cldn16,Cldn1,Gmnc,0.083631568,0.94299241
chr16_26581091_26588767,Il1rap,Tmem207,Cldn16,Cldn1,Gmnc,-0.124273703,0.92392735
chr16_26630411_26636716,Il1rap,Tmem207,Cldn16,Cldn1,Gmnc,-0.376863092,0.52468842
chr16_26644761_26646948,Il1rap,Tmem207,Cldn16,Cldn1,Gmnc,0.73245585,0.4770899
chr16_26661773_26663848,Il1rap,Tmem207,Cldn16,Cldn1,Gmnc,-0.216596454,0.89257319
chr16_26774662_26779116,Il1rap,Il1rap,Il1rap,Gmnc,Tmem207,-0.278351307,0.6126248
chr16_27384316_27392573,Ccdc50,Uts2b,Ostn,Gmnc,Gmnc,0.164427608,0.74340933
chr16_28237115_28243829,Fgf12,Fgf12,Mir690,Mb21d2,Ccdc50,-0.357930571,0.51968138
chr16_28306016_28306419,Fgf12,Fgf12,Mir690,Mb21d2,Ccdc50,0.287800699,0.85154656
chr16_28407201_28411755,Fgf12,Mir690,Mb21d2,Hrasls,Atp13a5,-0.135470942,0.88944691
